Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI
2025,18,"State Public Charter School Authority ",58422.1,Pinecrest Horizon ES,SPCSA,87,5,YES,67.9,69.6,19,YES,YES,NO,NO,74,63.2,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58423.1,Pinecrest Cadence ES,SPCSA,81,4,NO,69.5,64.1,29,YES,YES,NO,NO,64.7,53.9,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58423.2,Pinecrest Cadence MS,SPCSA,80,5,NO,65.9,59,51.6,YES,YES,NO,NO,64.1,54.2,45.4,78.9,N/A,N/A,N/A,N/A,N/A,N/A,12.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58423.3,Pinecrest Cadence HS,SPCSA,93,5,NO,85.4,49.4,30.3,YES,YES,NO,NO,N/A,N/A,25,N/A,94.3,78.7,74.1,55.4,>95,>95,18.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58425.1,Pinecrest Inspirada ES,SPCSA,80,4,NO,84.4,81.7,60,YES,YES,NO,NO,75.1,55.1,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58425.2,Pinecrest Inspirada MS,SPCSA,95.5,5,NO,85.9,79.2,72.1,YES,YES,NO,NO,83.7,76.4,N/A,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58427.1,Pinecrest St Rose ES,SPCSA,91,5,NO,77.7,77.7,41.8,YES,YES,NO,NO,72.1,65.2,83.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58427.2,Pinecrest St Rose MS,SPCSA,97.7,5,NO,83.2,64.9,86.8,YES,YES,NO,NO,84.9,60.9,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58428.1,Pinecrest Sloan ES,SPCSA,90,5,NO,83,80.9,56.6,YES,YES,NO,NO,81.7,69,68.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58428.2,Pinecrest Sloan MS,SPCSA,84.4,5,NO,73.6,63.1,65.6,YES,YES,NO,NO,72.9,59.6,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,8.1,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58428.3,Pinecrest Sloan HS,SPCSA,93.5,5,NO,82.8,50,32.5,YES,YES,NO,NO,N/A,N/A,15.7,N/A,98.9,88.1,82.5,56,>95,>95,9.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58429.2,Pinecrest Virtual MS,SPCSA,55,3,YES,55.7,31.4,36.8,YES,YES,NO,NO,50,26.9,-,78.2,N/A,N/A,N/A,N/A,N/A,N/A,8.7,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58429.3,Pinecrest Virtual HS,SPCSA,40.9,Not Rated,YES,61.5,15.3,28.5,-,N/A,NO,NO,N/A,N/A,-,N/A,92.8,21.4,21.4,N/A,N/A,N/A,24.6,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",58430.1,Pinecrest Springs ES,SPCSA,95,5,YES,63,60.2,N/A,YES,YES,NO,NO,70.8,58.3,86.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59119.1,Somerset NLV ES,SPCSA,73.5,4,YES,56.4,51.2,24.6,YES,YES,NO,NO,68.9,42.2,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.7,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59120.1,Somerset Losee ES,SPCSA,85.5,5,YES,56.7,50.6,20.7,YES,YES,NO,NO,59.3,55.5,58.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59120.2,Somerset Losee MS,SPCSA,62,3,YES,41.3,25,31.3,YES,YES,NO,NO,46.1,28.9,33.9,92.7,N/A,N/A,N/A,N/A,N/A,N/A,13.1,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59120.3,Somerset Losee HS,SPCSA,61,3,YES,28.7,10.4,7.5,YES,YES,NO,NO,N/A,N/A,10,N/A,95.9,63.4,21.6,45.9,>95,>95,16.8,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59121.1,Somerset Lone Mtn ES,SPCSA,85,5,NO,64.1,58.4,28.4,YES,YES,NO,NO,65.1,53.9,56.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59121.2,Somerset Lone Mtn MS,SPCSA,97,5,NO,73,54.5,61.9,YES,YES,NO,NO,75.7,55.2,60,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59122.1,Somerset Sky Pointe ES,SPCSA,86.6,5,NO,70.1,70.9,39.3,YES,YES,NO,NO,69.1,53.9,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59122.2,Somerset Sky Pointe MS,SPCSA,92.2,5,NO,67.6,54.8,63.3,YES,YES,NO,NO,69.2,54.5,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59122.3,Somerset Sky Pointe HS,SPCSA,92,5,NO,57.3,33,30.5,YES,YES,YES,NO,N/A,N/A,23.5,N/A,98.8,82.2,75,42.9,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59123.1,Somerset Stephanie ES,SPCSA,100,5,YES,69.4,61.4,34.3,YES,YES,NO,NO,78,68.7,66.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59123.2,Somerset Stephanie MS,SPCSA,91,5,YES,70.3,48.4,58.2,YES,YES,NO,NO,74.7,48.6,52.9,>95,N/A,N/A,N/A,N/A,N/A,N/A,12.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59124.1,Somerset Aliante ES,SPCSA,82,4,NO,63,58.9,31.2,YES,YES,NO,NO,64.4,55.2,71.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59124.2,Somerset Aliante MS,SPCSA,100,5,NO,67,50.1,61.2,YES,YES,NO,NO,72.1,50.3,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59125.1,Somerset Skye Canyon ES,SPCSA,94,5,NO,73,73.9,48,YES,YES,NO,NO,77.7,58.2,76.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",59125.2,Somerset Skye Canyon MS,SPCSA,93.8,5,NO,77.3,65,69.6,YES,YES,NO,NO,77,63.4,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,9.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",61415.1,Discovery Sandhill ES,SPCSA,79,4,YES,61,47.4,<5,YES,YES,NO,NO,64.7,52.9,64.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",61417.1,Discovery Hill Pointe ES,SPCSA,58.5,3,YES,47.8,45.7,17,YES,YES,NO,NO,60.4,39.5,57.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",61417.2,Discovery Hill Pointe MS,SPCSA,49.5,2,YES,46.6,32,47.6,YES,YES,NO,NO,52.8,27.4,6.6,>95,N/A,N/A,N/A,N/A,N/A,N/A,20.7,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",65414.1,Oasis ACAD ES,SPCSA,72,4,NO,61.5,64.1,21.1,YES,YES,NO,NO,52.1,57.2,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",65414.2,Oasis ACAD MS,SPCSA,90.5,5,NO,68.7,52.6,87.7,YES,YES,NO,NO,69.2,51.9,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,11.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",65414.3,Oasis ACAD HS,SPCSA,91.6,5,NO,80,46.6,42.3,YES,YES,NO,NO,N/A,N/A,-,N/A,98,>95,>95,39,>95,>95,15.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",66436.1,Doral Northern NV ES,SPCSA,91.1,5,NO,78.7,76.5,61.9,YES,YES,NO,NO,69.4,63.5,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",66436.2,Doral Northern NV MS,SPCSA,82.7,5,NO,72.3,58,60.9,YES,YES,NO,NO,72.7,52.8,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,5.8,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",68410.1,Elko Institute ES,SPCSA,74.4,4,NO,64.7,55.8,15.5,YES,YES,NO,NO,74.6,51.8,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",68410.2,Elko Institute MS,SPCSA,91.1,5,NO,71.6,55.6,70.9,YES,YES,NO,NO,75.4,61.5,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,20.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",72416.1,Quest Northwest ES,SPCSA,77.5,4,YES,43.6,31.6,10.2,YES,YES,NO,NO,75,45,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",72416.2,Quest Northwest MS,SPCSA,77.2,4,YES,48.2,21.5,29.7,YES,YES,NO,NO,59.4,27.3,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,6.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",74418.1,Imagine Mtn View ES,SPCSA,56.5,3,YES,40.3,37.2,6.9,YES,YES,NO,NO,56.7,43.2,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",74418.2,Imagine Mtn View MS,SPCSA,67.8,3,YES,45.9,26.2,N/A,YES,YES,NO,NO,56.8,34.4,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.8,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",76412.3,Alpine Acad HS,SPCSA,57.2,3,NO,48,11.4,22.4,NO,NO,NO,NO,N/A,N/A,-,N/A,89.5,51.2,23,48.6,>95,90.9,44,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",78411.1,Silver Sands ES,SPCSA,55,3,YES,32.7,19.6,<5,YES,YES,NO,NO,55.5,38.8,41.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",78411.2,Silver Sands MS,SPCSA,53.5,3,YES,41.3,25.3,41.3,YES,YES,NO,NO,43,30.5,18.1,92.8,N/A,N/A,N/A,N/A,N/A,N/A,23.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81101.3,NSHS Downtown HS,SPCSA,79.3,4,YES,26.6,6.6,N/A,-,-,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,78.9,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81102.3,NSHS Summerlin HS,SPCSA,95,5,NO,72,32.5,N/A,YES,YES,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,81.3,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81103.3,NSHS Henderson HS,SPCSA,93.1,5,NO,67.5,25.3,N/A,YES,YES,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,85.7,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81104.3,NSHS Sunrise HS,SPCSA,92.5,5,YES,59,22.7,N/A,YES,YES,NO,NO,N/A,N/A,N/A,N/A,N/A,>95,>95,80,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81106.3,NSHS SW HS,SPCSA,95,5,NO,65.5,32.7,N/A,YES,YES,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,83.5,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81107.3,NSHS DownTwn Hend HS,SPCSA,100,5,NO,70.2,43.2,N/A,YES,YES,NO,NO,N/A,N/A,N/A,N/A,N/A,>95,>95,84.6,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81108.3,NSHS NW HS,SPCSA,95,5,NO,76,32.6,N/A,YES,YES,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,80.6,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",81109.3,NSHS North Las Vegas HS,SPCSA,80,4,NO,31.5,5.2,N/A,YES,YES,NO,NO,N/A,N/A,-,N/A,N/A,>95,>95,64.4,>95,>95,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",85405.3,NV Connections ACAD HS,SPCSA,53.5,3,YES,34.4,5.9,23.5,YES,YES,NO,NO,N/A,N/A,5.8,N/A,89.8,89.6,82.8,32.9,81.9,83.6,18.4,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",86404.2,Nevada Virtual MS,SPCSA,34,2,YES,29.5,11.1,33.6,YES,YES,NO,NO,28.6,10.2,31.5,92.8,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,YES,1
2025,18,"State Public Charter School Authority ",86404.3,Nevada Virtual HS,SPCSA,72.5,4,YES,54.9,13.8,26,YES,YES,NO,NO,N/A,N/A,18.9,N/A,95.2,57,41.7,36.1,87.8,87.3,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87310.1,CASLV Centennial ES,SPCSA,86,5,NO,73.8,67.8,45.2,YES,YES,NO,NO,68.2,60.9,83.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87310.2,CASLV Centennial MS,SPCSA,91.1,5,NO,77,61.7,67.9,YES,YES,NO,NO,72.2,60.7,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87311.1,CASLV Nellis AFB ES,SPCSA,43.8,2,NO,48.8,41.3,22.5,YES,YES,NO,NO,46.9,34.1,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87311.2,CASLV Nellis AFB MS,SPCSA,78.8,4,NO,56,36.4,53.4,YES,YES,NO,NO,54.2,39.6,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,5.3,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87312.2,CASLV Sandy Ridge MS,SPCSA,81.1,5,NO,77.8,58.2,71.6,YES,YES,NO,NO,76.5,57.9,-,>95,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87312.3,CASLV Sandy Ridge HS,SPCSA,98.5,5,NO,88.5,67.4,51.1,YES,YES,NO,NO,N/A,N/A,61.9,N/A,99.4,82.4,60.6,76.1,>95,>95,5.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87313.1,CASLV Tamarus ES,SPCSA,90,5,NO,86.8,78,N/A,YES,YES,NO,NO,81.3,63.7,78.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87314.1,CASLV Windmill ES,SPCSA,55.2,3,NO,72.2,60.3,43.5,YES,YES,NO,NO,45.5,45.5,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87314.2,CASLV Windmill MS,SPCSA,100,5,NO,87.4,75.2,N/A,YES,YES,NO,NO,87.7,72.9,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87315.1,CASLV Eastgate ES,SPCSA,85,5,NO,70.9,61.4,28.7,YES,YES,NO,NO,66.6,54.6,48.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.9,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87316.1,CASLV Cadence ES,SPCSA,63,3,YES,60.7,42.7,23.2,YES,YES,NO,NO,64.4,28.9,59.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87316.2,CASLV Cadence MS,SPCSA,80.5,5,YES,66.9,40,60.6,YES,YES,NO,NO,68.4,39.4,23.5,>95,N/A,N/A,N/A,N/A,N/A,N/A,8.7,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",87316.3,CASLV Cadence HS,SPCSA,84,Not Rated,YES,N/A,N/A,38.4,N/A,N/A,NO,NO,N/A,N/A,20,N/A,96.4,N/A,N/A,N/A,N/A,N/A,12.6,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",89409.3,Beacon ACAD HS,SPCSA,3.8,1,YES,6.1,<5,-,YES,YES,YES,YES,N/A,N/A,<5,N/A,-,16.7,<4.5,<5,19.1,33.6,44,YES,7,NO,NO,N/A
2025,18,"State Public Charter School Authority ",95301.3,Southern NV Trades HS,SPCSA,17.7,Not Rated,YES,<5,7.2,6.2,YES,YES,NO,NO,N/A,N/A,<5,N/A,100,N/A,N/A,N/A,N/A,N/A,71.5,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",96601.3,Thrive Point Acad HS,SPCSA,6.9,Not Rated,NO,5,<5,<5,NO,NO,YES,NO,N/A,N/A,<5,N/A,35.4,<5,<4.5,N/A,N/A,N/A,23.2,NO,N/A,NO,NO,N/A
2025,18,"State Public Charter School Authority ",97101.1,Vegas Vista Acad ES,SPCSA,11.1,Not Rated,YES,29.1,29.1,N/A,YES,YES,NO,NO,N/A,N/A,31.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,NO,N/A,NO,NO,N/A
